"year","orig_dest","orig","dest","contig","dist","gdp_o","gdp_d","pop_o","pop_d","gdpcap_o","gdpcap_d","comlang_off","comlang_ethno","comcol","comrelig"
1959,"COG_GAB","COG","GAB",1,763,NA,NA,980.7,442.007,NA,NA,1,1,1,0.398
1960,"COG_GAB","COG","GAB",1,748,131731.864,141468.976,1013.581,498.823,0.13,0.284,1,1,1,0.398
1961,"COG_GAB","COG","GAB",1,748,151675.744,167637.904,1039.958,503.762,0.146,0.333,1,1,1,0.398
1962,"COG_GAB","COG","GAB",1,748,166521.232,182796.544,1067.589,509.348,0.156,0.359,1,1,1,0.398
1963,"COG_GAB","COG","GAB",1,748,172233.424,154480.24,1096.468,515.762,0.157,0.3,1,1,1,0.398
1964,"COG_GAB","COG","GAB",1,748,185693.728,215679.856,1126.573,523.236,0.165,0.412,1,1,1,0.398
1965,"COG_GAB","COG","GAB",1,748,198318.064,226474.288,1157.905,531.901,0.171,0.426,1,1,1,0.398
1966,"COG_GAB","COG","GAB",1,748,220613.584,245849.776,1190.424,541.895,0.185,0.454,1,1,1,0.398
1967,"COG_GAB","COG","GAB",1,748,237397.424,271543.68,1224.187,553.098,0.194,0.491,1,1,1,0.398
1968,"COG_GAB","COG","GAB",1,748,251247.456,294468.576,1259.394,565.08,0.199,0.521,1,1,1,0.398
1969,"COG_GAB","COG","GAB",1,748,265040.032,318124.704,1296.306,577.241,0.204,0.551,1,1,1,0.398
1970,"COG_GAB","COG","GAB",1,751,274960.704,323802.464,1335.09,589.165,0.206,0.55,1,1,1,0.398
1971,"COG_GAB","COG","GAB",1,751,322128.032,381687.072,1375.876,600.692,0.234,0.635,1,1,1,0.398
1972,"COG_GAB","COG","GAB",1,751,410669.248,430508.352,1418.556,611.99,0.289,0.703,1,1,1,0.398
1973,"COG_GAB","COG","GAB",1,751,541973.376,722780.672,1462.767,623.375,0.371,1.159,1,1,1,0.398
1974,"COG_GAB","COG","GAB",1,751,585364.608,1544216.064,1508,635.318,0.388,2.431,1,1,1,0.398
1975,"COG_GAB","COG","GAB",1,753,767102.656,2157592.832,1553.903,648.174,0.494,3.329,1,1,1,0.398
1976,"COG_GAB","COG","GAB",1,753,754549.632,3009410.048,1600.295,662.036,0.472,4.546,1,1,1,0.398
1977,"COG_GAB","COG","GAB",1,753,765224,2809349.12,1647.32,676.829,0.465,4.151,1,1,1,0.398
1978,"COG_GAB","COG","GAB",1,753,878771.776,2389479.168,1695.348,692.535,0.518,3.45,1,1,1,0.398
1979,"COG_GAB","COG","GAB",1,753,1198749.696,3030251.008,1744.922,709.092,0.687,4.273,1,1,1,0.398
1980,"COG_GAB","COG","GAB",1,751,1705796.864,4279638.016,1796.412,726.454,0.95,5.891,1,1,1,0.398
1981,"COG_GAB","COG","GAB",1,751,1993512.32,3862269.184,1849.97,744.624,1.078,5.187,1,1,1,0.398
1982,"COG_GAB","COG","GAB",1,751,2160640.512,3618007.808,1905.411,763.639,1.134,4.738,1,1,1,0.398
1983,"COG_GAB","COG","GAB",1,751,2097274.24,3391275.776,1962.375,783.527,1.069,4.328,1,1,1,0.398
1984,"COG_GAB","COG","GAB",1,751,2193581.312,3561451.52,2020.333,804.319,1.086,4.428,1,1,1,0.398
1985,"COG_GAB","COG","GAB",1,750,2160872.448,3339914.752,2078.914,826.025,1.039,4.043,1,1,1,0.398
1986,"COG_GAB","COG","GAB",1,750,1849268.224,3403638.272,2138.09,848.654,0.865,4.011,1,1,1,0.398
1987,"COG_GAB","COG","GAB",1,750,2297753.6,3281797.12,2198.025,872.158,1.045,3.763,1,1,1,0.398
1988,"COG_GAB","COG","GAB",1,750,2212536.32,3834503.424,2258.785,896.429,0.98,4.278,1,1,1,0.398
1989,"COG_GAB","COG","GAB",1,750,2389593.088,4186411.52,2320.488,921.314,1.03,4.544,1,1,1,0.398
1990,"COG_GAB","COG","GAB",1,749,2798746.112,5952293.888,2383.283,946.703,1.174,6.287,1,1,1,0.398
1991,"COG_GAB","COG","GAB",1,749,2724853.504,5402919.936,2447.02,972.539,1.114,5.555,1,1,1,0.398
1992,"COG_GAB","COG","GAB",1,749,2933222.656,5592390.656,2511.819,998.823,1.168,5.599,1,1,1,0.398
1993,"COG_GAB","COG","GAB",1,749,1918970.24,4378644.992,2578.424,1025.559,0.744,4.27,1,1,1,0.398
1994,"COG_GAB","COG","GAB",1,749,1769365.376,4190819.328,2647.817,1052.772,0.668,3.981,1,1,1,0.398
1995,"COG_GAB","COG","GAB",1,747,2116003.84,4958845.44,2720.633,1080.477,0.778,4.589,1,1,1,0.398
1996,"COG_GAB","COG","GAB",1,747,2540697.6,5694040.064,2797.572,1108.698,0.908,5.136,1,1,1,0.398
1997,"COG_GAB","COG","GAB",1,747,2322718.976,5326817.28,2878.333,1137.412,0.807,4.683,1,1,1,0.398
1998,"COG_GAB","COG","GAB",1,747,1949481.344,4483417.088,2961.357,1166.525,0.658,3.843,1,1,1,0.398
1999,"COG_GAB","COG","GAB",1,747,2353909.504,4662991.872,3044.444,1195.919,0.773,3.899,1,1,1,0.398
2000,"COG_GAB","COG","GAB",1,748,3219910.656,5067865.6,3126.204,1225.527,1.03,4.135,1,1,1,0.398
2001,"COG_GAB","COG","GAB",1,748,2794259.712,4712849.408,3205.636,1255.299,0.872,3.754,1,1,1,0.398
2002,"COG_GAB","COG","GAB",1,748,3019993.6,4931503.616,3283.719,1285.318,0.92,3.837,1,1,1,0.398
2003,"COG_GAB","COG","GAB",1,748,3495868.672,6054883.328,3363.418,1315.82,1.039,4.602,1,1,1,0.398
2004,"COG_GAB","COG","GAB",1,748,4648628.736,7178135.552,3448.868,1347.125,1.348,5.328,1,1,1,0.398
2005,"COG_GAB","COG","GAB",1,748,6087002.624,8665736.192,3542.867,1379.465,1.718,6.282,1,1,1,0.398
2006,"COG_GAB","COG","GAB",1,748,7731260.928,9545982.976,3646.653,1412.907,2.12,6.756,1,1,1,0.398
2007,"COG_GAB","COG","GAB",1,748,8394688.512,11570861.056,3758.858,1447.388,2.233,7.994,1,1,1,0.398
2008,"COG_GAB","COG","GAB",1,748,11859015.68,15685390.336,3876.475,1482.843,3.059,10.578,1,1,1,0.398
2009,"COG_GAB","COG","GAB",1,748,9593536.512,12031268.864,3995.146,1519.155,2.401,7.92,1,1,1,0.398
2010,"COG_GAB","COG","GAB",1,748,12007879.68,14569527.296,4111.715,1556.222,2.92,9.362,1,1,1,0.398
2011,"COG_GAB","COG","GAB",1,748,14425607.168,18796191.744,4225.359,1594.034,3.414,11.792,1,1,1,0.398
2012,"COG_GAB","COG","GAB",1,748,13677929.472,17843816.448,4337.051,1632.572,3.154,10.93,1,1,1,0.398
2013,"COG_GAB","COG","GAB",1,748,14085852.16,19343507.456,4447.632,1671.711,3.167,11.571,1,1,1,0.398
2014,"COG_GAB","COG","GAB",1,748,14177437.696,18179717.12,4871.101,1875.713,2.911,9.692,1,1,1,0.398
2015,"COG_GAB","COG","GAB",1,749,8553154.56,14262032.384,4995.648,1930.175,1.712,7.389,1,1,1,0.398
2016,"COG_GAB","COG","GAB",1,749,7833509.376,14213558.272,5125.821,1979.786,1.528,7.179,1,1,1,0.398
2017,"COG_GAB","COG","GAB",1,749,11094823.677,14929488.771,5110.701,2064.812,2.171,7.23,1,1,1,0.398
2018,"COG_GAB","COG","GAB",1,749,13670038.02,16867325.127,5244.363,2119.275,2.607,7.959,1,1,1,0.398
2019,"COG_GAB","COG","GAB",1,749,12750338.736,16874405.84,5380.504,2172.578,2.37,7.767,1,1,1,0.398
2020,"COG_GAB","COG","GAB",1,749,10483151.094,15316824.039,5518.092,2225.728,1.9,6.882,1,1,1,0.398
2021,"COG_GAB","COG","GAB",1,749,12523961.677,18269350.434,5657.017,2278.829,2.214,8.017,1,1,1,0.398
1948,"COL_BRA","COL","BRA",1,4426,NA,NA,11332,49590,NA,NA,0,0,0,0.849
1949,"COL_BRA","COL","BRA",1,4426,3102000.128,5158000.128,11635,50769.001,0.267,0.102,0,0,0,0.849
1950,"COL_BRA","COL","BRA",1,4426,3974000.128,5526000.128,11591.659,53443.073,0.343,0.103,0,0,0,0.849
1951,"COL_BRA","COL","BRA",1,4426,3688000,5841999.872,11965,54995.533,0.308,0.106,0,0,0,0.849
1952,"COL_BRA","COL","BRA",1,4426,3812999.936,6210999.808,12350.772,56602.558,0.309,0.11,0,0,0,0.849
1953,"COL_BRA","COL","BRA",1,4426,4243000.064,6581000.192,12749.619,58266.354,0.333,0.113,0,0,0,0.849
1954,"COL_BRA","COL","BRA",1,4426,5052000.256,7311000.064,13162.003,59989.22,0.384,0.122,0,0,0,0.849
1955,"COL_BRA","COL","BRA",1,4413,5250999.808,8070000.128,13588.406,61773.548,0.386,0.131,0,0,0,0.849
1956,"COL_BRA","COL","BRA",1,4413,5884000.256,8856999.936,14029.322,63631.992,0.419,0.139,0,0,0,0.849
1957,"COL_BRA","COL","BRA",1,4413,4632999.936,9683999.744,14485.993,65551.17,0.32,0.148,0,0,0,0.849
1958,"COL_BRA","COL","BRA",1,4413,3169999.872,10604999.68,14958.278,67533.211,0.212,0.157,0,0,0,0.849
1959,"COL_BRA","COL","BRA",1,4413,3647000.064,12072999.936,15446.731,69580.33,0.236,0.174,0,0,0,0.849
1960,"COL_BRA","COL","BRA",1,4400,4040948.224,15165570.048,16006.395,72775.887,0.252,0.208,0,0,0,0.849
1961,"COL_BRA","COL","BRA",1,4400,4552913.92,15236854.784,16488.997,74988.037,0.276,0.203,0,0,0,0.849
1962,"COL_BRA","COL","BRA",1,4400,4968598.016,19926294.528,16986.307,77286.629,0.293,0.258,0,0,0,0.849
1963,"COL_BRA","COL","BRA",1,4400,4838841.344,23021477.888,17497.711,79643.021,0.277,0.289,0,0,0,0.849
1964,"COL_BRA","COL","BRA",1,4400,5992169.472,21211891.712,18022.434,82017.014,0.332,0.259,0,0,0,0.849
1965,"COL_BRA","COL","BRA",1,4383,5790247.424,21790035.968,18559.237,84379.372,0.312,0.258,0,0,0,0.849
1966,"COL_BRA","COL","BRA",1,4383,5452763.136,27062716.416,19108.959,86721.878,0.285,0.312,0,0,0,0.849
1967,"COL_BRA","COL","BRA",1,4383,5727207.936,30591834.112,19669.838,89052.353,0.291,0.344,0,0,0,0.849
1968,"COL_BRA","COL","BRA",1,4383,5918467.584,33875881.984,20234.945,91377.487,0.292,0.371,0,0,0,0.849
1969,"COL_BRA","COL","BRA",1,4383,6405440,37458898.944,20795.271,93709.915,0.308,0.4,0,0,0,0.849
1970,"COL_BRA","COL","BRA",1,4365,7198373.376,42327601.152,21344.782,96060.364,0.337,0.441,0,0,0,0.849
1971,"COL_BRA","COL","BRA",1,4365,7820367.872,49204457.472,21880.184,98427.872,0.357,0.5,0,0,0,0.849
1972,"COL_BRA","COL","BRA",1,4365,8671372.288,58539008,22404.289,100812.675,0.387,0.581,0,0,0,0.849
1973,"COL_BRA","COL","BRA",1,4365,10315774.976,79279054.848,22924.755,103228.638,0.45,0.768,0,0,0,0.849
1974,"COL_BRA","COL","BRA",1,4365,12370044.928,105136005.12,23452.703,105693.436,0.527,0.995,0,0,0,0.849
1975,"COL_BRA","COL","BRA",1,4337,13098634.24,123709374.464,23996.248,108219.658,0.546,1.143,0,0,0,0.849
1976,"COL_BRA","COL","BRA",1,4337,15341404.16,152678023.168,24557.648,110808.304,0.625,1.378,0,0,0,0.849
1977,"COL_BRA","COL","BRA",1,4337,19470979.072,176171286.528,25134.64,113455.307,0.775,1.553,0,0,0,0.849
1978,"COL_BRA","COL","BRA",1,4337,23263512.576,200800894.976,25725.336,116160.98,0.904,1.729,0,0,0,0.849
1979,"COL_BRA","COL","BRA",1,4337,27940388.864,224969490.432,26326.237,118924.133,1.061,1.892,0,0,0,0.849
1980,"COL_BRA","COL","BRA",1,4309,33400711.168,235024596.992,26934.591,121740.44,1.24,1.931,0,0,0,0.849
1981,"COL_BRA","COL","BRA",1,4309,36388388.864,263561084.928,27550.173,124610.786,1.321,2.115,0,0,0,0.849
1982,"COL_BRA","COL","BRA",1,4309,38968020.992,281682313.216,28173.492,127525.421,1.383,2.209,0,0,0,0.849
1983,"COL_BRA","COL","BRA",1,4309,38729822.208,203304517.632,28803.276,130455.658,1.345,1.558,0,0,0,0.849
1984,"COL_BRA","COL","BRA",1,4309,38253121.536,209023909.888,29438.03,133364.273,1.299,1.567,0,0,0,0.849
1985,"COL_BRA","COL","BRA",1,4285,34894417.92,222942789.632,30076.525,136223.038,1.16,1.637,0,0,0,0.849
1986,"COL_BRA","COL","BRA",1,4285,34942484.48,268137218.048,30718.126,139023.392,1.138,1.929,0,0,0,0.849
1987,"COL_BRA","COL","BRA",1,4285,36373311.488,294084116.48,31362.478,141767.624,1.16,2.074,0,0,0,0.849
1988,"COL_BRA","COL","BRA",1,4285,39212544,330397384.704,32009.026,144452.621,1.225,2.287,0,0,0,0.849
1989,"COL_BRA","COL","BRA",1,4285,39540084.736,425595305.984,32657.291,147078.659,1.211,2.894,0,0,0,0.849
1990,"COL_BRA","COL","BRA",1,4258,40274202.624,461951795.2,33306.942,149648.346,1.209,3.087,0,0,0,0.849
1991,"COL_BRA","COL","BRA",1,4258,41239552,407337828.352,33957.287,152153.534,1.214,2.677,0,0,0,0.849
1992,"COL_BRA","COL","BRA",1,4258,49279586.304,390566543.36,34608.17,154597.992,1.424,2.526,0,0,0,0.849
1993,"COL_BRA","COL","BRA",1,4258,55802540.032,438299492.352,35260.456,157011.124,1.583,2.792,0,0,0,0.849
1994,"COL_BRA","COL","BRA",1,4258,81703493.632,546233384.96,35915.436,159432.907,2.275,3.426,0,0,0,0.849
1995,"COL_BRA","COL","BRA",1,4235,92507275.264,768951320.576,36573.895,161890.823,2.529,4.75,0,0,0,0.849
1996,"COL_BRA","COL","BRA",1,4235,97160110.08,839682621.44,37236.122,164392.426,2.609,5.108,0,0,0,0.849
1997,"COL_BRA","COL","BRA",1,4235,106659504.128,871200325.632,37901.36,166925.461,2.814,5.219,0,0,0,0.849
1998,"COL_BRA","COL","BRA",1,4235,98443739.136,843827380.224,38568.054,169472.351,2.552,4.979,0,0,0,0.849
1999,"COL_BRA","COL","BRA",1,4235,86186156.032,586862624.768,39234.116,172006.363,2.197,3.412,0,0,0,0.849
2000,"COL_BRA","COL","BRA",1,4213,99886579.712,644701814.784,39897.984,174504.898,2.504,3.694,0,0,0,0.849
2001,"COL_BRA","COL","BRA",1,4213,98203541.504,553582198.784,40558.647,176968.201,2.421,3.128,0,0,0,0.849
2002,"COL_BRA","COL","BRA",1,4213,97933393.92,504221237.248,41216.305,179393.768,2.376,2.811,0,0,0,0.849
2003,"COL_BRA","COL","BRA",1,4213,94684585.984,552469266.432,41872.051,181752.945,2.261,3.04,0,0,0,0.849
2004,"COL_BRA","COL","BRA",1,4213,117074862.08,663760338.944,42527.622,184010.284,2.753,3.607,0,0,0,0.849
2005,"COL_BRA","COL","BRA",1,4199,146520129.536,882185732.096,43184.025,186142.41,3.393,4.739,0,0,0,0.849
2006,"COL_BRA","COL","BRA",1,4199,162773598.208,1088916815.872,43841.37,188134.308,3.713,5.788,0,0,0,0.849
2007,"COL_BRA","COL","BRA",1,4199,207520153.6,1366824058.88,44498.39,189996.979,4.664,7.194,0,0,0,0.849
2008,"COL_BRA","COL","BRA",1,4199,244056735.744,1653508538.368,45153.038,191765.564,5.405,8.623,0,0,0,0.849
2009,"COL_BRA","COL","BRA",1,4199,233821667.328,1620188069.888,45802.563,193490.921,5.105,8.373,0,0,0,0.849
2010,"COL_BRA","COL","BRA",1,4182,287018188.8,2143067832.32,46444.798,195210.159,6.18,10.978,0,0,0,0.849
2011,"COL_BRA","COL","BRA",1,4182,335415148.544,2476694831.104,47078.793,196935.135,7.125,12.576,0,0,0,0.849
2012,"COL_BRA","COL","BRA",1,4182,370328076.288,2248780808.192,47704.426,198656.021,7.763,11.32,0,0,0,0.849
